id,accident_risk
517754,0.289829050503272
517755,0.12432522500105266
517756,0.18453046365352566
517757,0.3138079071117898
517758,0.408261128714165
517759,0.4600069791987945
517760,0.259491461589223
517761,0.20057715894793127
517762,0.36924554030822915
517763,0.32186569922897823
517764,0.07792148762075612
517765,0.19434881193065345
517766,0.309888907112115
517767,0.26566523903634215
517768,0.17524802354811042
517769,0.3130793815822982
517770,0.30508856536108453
517771,0.31028288645932695
517772,0.08774755995719406
517773,0.2516912727187056
517774,0.37452480480479017
517775,0.6098237135498018
517776,0.12908932663114156
517777,0.21417440928441495
517778,0.40934473399167465
517779,0.2794872256330405
517780,0.37362225978878094
517781,0.33600652678237347
517782,0.29352818440581435
517783,0.31334069019229865
517784,0.29863302882834475
517785,0.25651865634603616
517786,0.4662477692893404
517787,0.3509278352731614
517788,0.3303286070224949
517789,0.14474198596032486
517790,0.29504062590040603
517791,0.30715689465570944
517792,0.7116675624895419
517793,0.18274775783581906
517794,0.11244683052852181
517795,0.3130532728204075
517796,0.13013237980401102
517797,0.08953005025683154
517798,0.48675262414006965
517799,0.15772158802662994
517800,0.3055582118539376
517801,0.32984858061337313
517802,0.33677850153045663
517803,0.30686946571865403
517804,0.29218719294379375
517805,0.7678933136531347
517806,0.274532542236011
517807,0.5429419574922061
517808,0.4177609987339925
517809,0.29393279481455864
517810,0.5009505887968402
517811,0.40968176304893317
517812,0.36593217205403794
517813,0.6064531333284524
517814,0.548962119756442
517815,0.03534001383451727
517816,0.5659677710488824
517817,0.16595843860485596
517818,0.5651967932192583
517819,0.5808618121214747
517820,0.3143686006317892
517821,0.16575491242388313
517822,0.05040261376274141
517823,0.1928621698734488
517824,0.12346804773662179
517825,0.35478300907492716
517826,0.2958926314237033
517827,0.5231884934946032
517828,0.6143930122927843
517829,0.4622694393020857
517830,0.6653850201201031
517831,0.19368832962179292
517832,0.19337991446429456
517833,0.30524512769446027
517834,0.42169174823840744
517835,0.3120758518568142
517836,0.3601334180525767
517837,0.30661648613209863
517838,0.37395987206774634
517839,0.6377709895252138
517840,0.41170150842172626
517841,0.11566617305040479
517842,0.4243440071919661
517843,0.49248936824458667
517844,0.128112748435642
517845,0.1895796937516631
517846,0.42140542965582
517847,0.11064464511242392
517848,0.4777260524007764
517849,0.36934954900375727
517850,0.15404431915588754
517851,0.19076779383962664
517852,0.10938168614732997
517853,0.5623634996960986
517854,0.31348183496880644
517855,0.48174965970971473
517856,0.3418597026116025
517857,0.12717960297533756
517858,0.24024411608302101
517859,0.430208991560486
517860,0.5088021409946555
517861,0.7525105967186525
517862,0.5059914353539311
517863,0.39360257903467377
517864,0.29613321670212117
517865,0.3112107122187823
517866,0.4775707642678568
517867,0.49091394775206226
517868,0.1833081707855147
517869,0.3090237308616125
517870,0.35686648519942493
517871,0.446795127177887
517872,0.3486085342583779
517873,0.1423651336142099
517874,0.39806513259772813
517875,0.1833750267706467
517876,0.2236172245339453
517877,0.2765088469609565
517878,0.23936682590966418
517879,0.3681678950141067
517880,0.4131462018959873
517881,0.27872094591889246
517882,0.36168471401319785
517883,0.08886729749336925
517884,0.5424902353582608
517885,0.06135978603604708
517886,0.4955692287996099
517887,0.5679955615409479
517888,0.32133544342227865
517889,0.3295557203718804
517890,0.27715460246731916
517891,0.636416343897934
517892,0.6158748179547897
517893,0.15257140426471755
517894,0.36176673120720954
517895,0.6039897723880304
517896,0.5726226398976897
517897,0.2997655689936317
517898,0.13423109879364276
517899,0.3660263954103886
517900,0.3087248260440273
517901,0.31416504636555126
517902,0.15566433603291138
517903,0.30703731293833136
517904,0.03548280810854672
517905,0.37018534870278696
517906,0.4487561658795389
517907,0.5716840238502904
517908,0.29204037099123414
517909,0.052893494992967825
517910,0.22983258677381763
517911,0.4909240092254025
517912,0.3881273271651301
517913,0.35944710611656444
517914,0.721174426158597
517915,0.15784734130441996
517916,0.5170667043858597
517917,0.3271745781904317
517918,0.3438856322474733
517919,0.551855346328916
517920,0.15426495937431248
517921,0.30052643161098064
517922,0.43087056001927493
517923,0.7233258766255674
517924,0.31682724857042177
517925,0.31211518179415454
517926,0.1455806189147486
517927,0.6471214647593999
517928,0.23915042141159218
517929,0.4607053316190635
517930,0.26879968472231414
517931,0.3573394587171415
517932,0.32306250408332826
517933,0.3700383535869605
517934,0.6563924017636074
517935,0.17887050673641683
517936,0.6867922737351848
517937,0.3093972499845753
517938,0.4724213825684253
517939,0.4716536756349684
517940,0.42437029917860086
517941,0.46634416979710347
517942,0.3261237244409958
517943,0.3038585618849847
517944,0.045542536152748746
517945,0.30383556261760375
517946,0.0919377069215292
517947,0.4701360971574949
517948,0.5888622243570938
517949,0.3069086561731089
517950,0.12895655188590172
517951,0.34508826557938355
517952,0.35114528553763436
517953,0.39149500136209914
517954,0.3085184910427809
517955,0.4669869104287489
517956,0.2429889510716423
517957,0.34551120673472435
517958,0.6575404092943653
517959,0.22203168353686284
517960,0.1302929354682133
517961,0.6715561107965993
517962,0.31871950943732785
517963,0.13917984359518795
517964,0.49758656967735926
517965,0.33992361151470707
517966,0.06534624015325297
517967,0.18627784301733072
517968,0.7196308233049249
517969,0.6350063185550198
517970,0.29554952500978715
517971,0.27991481680174807
517972,0.3574001031350786
517973,0.3188369235855194
517974,0.45405460629599237
517975,0.4734391185094049
517976,0.3081254548334122
517977,0.0717284188650828
517978,0.2638456034147913
517979,0.38258901211925467
517980,0.2729623778647413
517981,0.06765217166906204
517982,0.33546170363321004
517983,0.27861196773193786
517984,0.11535444423845338
517985,0.22561836023587228
517986,0.18437905989672368
517987,0.26858120615638237
517988,0.18327941106151482
517989,0.6789315392967269
517990,0.258894576291391
517991,0.24342585545897144
517992,0.3306223220336923
517993,0.6428936667647569
517994,0.04341757234851174
517995,0.5275271702007048
517996,0.44193522499042787
517997,0.48990592314349285
517998,0.24988013245728133
517999,0.30849916883934136
518000,0.49248786116499055
518001,0.3585254033511351
518002,0.3703609078394671
518003,0.535508042912815
518004,0.47028335288392437
518005,0.2925703341472726
518006,0.3589256812396791
518007,0.4400196074858985
518008,0.16620688732708816
518009,0.48301955264193686
518010,0.6749827923084062
518011,0.46821423283186403
518012,0.2246743657842388
