id,accident_risk
517754,0.2910010664680774
517755,0.12416251366334334
517756,0.18526290063933154
517757,0.3175962467291515
517758,0.4107316716151578
517759,0.4614062841286371
517760,0.260595088725963
517761,0.19863953813625562
517762,0.36505898316714097
517763,0.3214207162000352
517764,0.07887689136859524
517765,0.19480619200813326
517766,0.3094904581089746
517767,0.2649579758793188
517768,0.17576507615464068
517769,0.31326165647100807
517770,0.30661452147642937
517771,0.31268168880469965
517772,0.08636169910671762
517773,0.2523326346799982
517774,0.37347073939643133
517775,0.608775314629151
517776,0.1298597089486627
517777,0.21376383247076708
517778,0.4093587861936923
517779,0.27925231083627666
517780,0.37327872116554217
517781,0.3389057984963956
517782,0.29349727304146894
517783,0.31089173832326866
517784,0.2981815337431092
517785,0.2577196440482606
517786,0.4661319348083802
517787,0.3488792495036533
517788,0.3297799603586785
517789,0.1443669754906543
517790,0.29574418429328764
517791,0.3080513348287954
517792,0.7115705609780818
517793,0.1834927765466156
517794,0.1136840457380048
517795,0.31245608125686475
517796,0.12967761256007665
517797,0.08880330008366785
517798,0.487080907695295
517799,0.15818036152525322
517800,0.3061628599511718
517801,0.33109543939662567
517802,0.336440998391682
517803,0.315472552220225
517804,0.2919074207083302
517805,0.7677909280038536
517806,0.2745257394810349
517807,0.5436861779333734
517808,0.4178574827936523
517809,0.29337956229960926
517810,0.5015487709604157
517811,0.4110161539160595
517812,0.366281475448783
517813,0.6088089819977304
517814,0.5495040649119421
517815,0.03413848244055752
517816,0.5677200616083511
517817,0.16602213390316273
517818,0.5685928589388692
517819,0.5798476245600407
517820,0.3148256468053117
517821,0.16436502688748597
517822,0.05066559448031196
517823,0.19132756551369326
517824,0.12441899096175839
517825,0.35769135668651936
517826,0.2965908944800383
517827,0.522039705947027
517828,0.611282946880088
517829,0.46246042879107846
517830,0.6654267714459944
517831,0.19226133492330783
517832,0.19356524241390885
517833,0.30244328451904584
517834,0.4197697361779465
517835,0.3122911127237195
517836,0.36129232637483166
517837,0.30633794741660686
517838,0.37568258345823774
517839,0.6360024280704634
517840,0.4111677913308518
517841,0.1163455831901975
517842,0.42155860113180743
517843,0.48933383653935864
517844,0.12817472780460365
517845,0.1897574139334221
517846,0.42185086288156926
517847,0.10970288187751139
517848,0.4802740465340385
517849,0.3693688654497891
517850,0.1523640621354784
517851,0.19120057085175382
517852,0.11058180999724403
517853,0.5615675740000101
517854,0.312755339299433
517855,0.48004898846299904
517856,0.3377086469954256
517857,0.12678208281340636
517858,0.24063758614053138
517859,0.42994109364861866
517860,0.5092955607834663
517861,0.7523247129280022
517862,0.5060299239127936
517863,0.3949515776823997
517864,0.2962124347850327
517865,0.3104576638205466
517866,0.4783779280246769
517867,0.4920861827327506
517868,0.18300541178786464
517869,0.30750364678792474
517870,0.3562008785812508
517871,0.4472008170134173
517872,0.3483669221375667
517873,0.14254730961973242
517874,0.3985798192525119
517875,0.18294953488545723
517876,0.2232231410080736
517877,0.2765762604425911
517878,0.23816038238758855
517879,0.3679448130678929
517880,0.4133615366641976
517881,0.2820196134154568
517882,0.3615037191488072
517883,0.0891516509240653
517884,0.5447655913915148
517885,0.06273906326718515
517886,0.4959010823111649
517887,0.5694969250745302
517888,0.3242472030855367
517889,0.32805758824439335
517890,0.2783596298446292
517891,0.6368706203797251
517892,0.6134279956169152
517893,0.15355339575232377
517894,0.3635723977726756
517895,0.6060796732942482
517896,0.5734893050427048
517897,0.29868678945256394
517898,0.13182061177375287
517899,0.36653150191909417
517900,0.3077986030558715
517901,0.31526771596814135
517902,0.15703375698676975
517903,0.30836309130307904
517904,0.03473906168576263
517905,0.36794918377814473
517906,0.44898044495999845
517907,0.569774675121987
517908,0.29067652063217364
517909,0.053016211529975196
517910,0.22995767312016988
517911,0.4910187265607897
517912,0.38873314907168455
517913,0.358641432932269
517914,0.7211168627285686
517915,0.15910204052011825
517916,0.51848699984444
517917,0.32704775712230016
517918,0.34323305310246016
517919,0.5533483594176171
517920,0.1562987796900363
517921,0.30060032668554976
517922,0.4321413741400454
517923,0.7267644890250228
517924,0.31558407402702293
517925,0.3123188921474045
517926,0.14620426044706042
517927,0.6461816138780144
517928,0.23979340323079015
517929,0.4603575837838765
517930,0.271175576815393
517931,0.3600558195168991
517932,0.3211528319679052
517933,0.37008756917611235
517934,0.6555125983694803
517935,0.1798012619287536
517936,0.6846131799538716
517937,0.3095392219549695
517938,0.4714862851388898
517939,0.47163512797055895
517940,0.4244606508882839
517941,0.467608010721135
517942,0.3265998406101923
517943,0.30448364237885933
517944,0.045468196215624215
517945,0.3018443413880497
517946,0.09134365923712669
517947,0.4696890787617585
517948,0.5877880521625711
517949,0.30636543759796087
517950,0.12827686298948532
517951,0.3456936753147821
517952,0.3540272609779549
517953,0.392269940597724
517954,0.3080922727413762
517955,0.4691820078565695
517956,0.2432642983371125
517957,0.3448715605366853
517958,0.6570612491600103
517959,0.221822464216535
517960,0.12995709365277902
517961,0.6723015935281447
